tweet_id,retweeters,timestamps,n_rts,user_id,followers,n_network_followers,link,n_followers,text,topic,natures
591951959277445120,"['2923175863', '15044033', '54516077', '62883926', '315083177', '1110934758']","[1429956299.0, 1429956355.0, 1429956392.0, 1429957002.0, 1429957026.0, 1429957061.0, 1429957154.0]",6,6431582,,2028,https://twitter.com/anyuser/status/591951959277445120,3343.0,Post See new posts Conversation  Shamit Manchanda @shamit Now that is like a responsible corporate RT @AdityaGhosh6E:  @IndiGo6E  on standby to carry relief materials to Kathmandu free of charge,"7. Relief efforts, resources, donations, and infrastructure",0
592298424038330368,"['49277064', '737834796', '2402848550', '806692088', '2282073967', '630829559', '74616336', '2812400154']","[1430030230.0, 1430030258.0, 1430030284.0, 1430030300.0, 1430030350.0, 1430030364.0, 1430030449.0, 1430031682.0, 1430047885.0]",8,75477790,,2024,https://twitter.com/anyuser/status/592298424038330368,1018.0,"#NepalEarthquake  God, please give us the strength and the will, to face this calamity. Give us Peace.",8. Faith and prayers,1
592145396446547971,"['465471814', '1527920780', '2401464583', '350269572', '2151444649', '85534882', '74807833']","[1429994380.0, 1429994474.0, 1429994701.0, 1429995477.0, 1429995773.0, 1429998761.0, 1429998921.0, 1430002285.0]",7,40044280,,2020,https://twitter.com/anyuser/status/592145396446547971,28100.0,How to help earthquake victims in Nepal http://mashable.com/2015/04/25/help-nepal-earthquake-victims/#:eyJzIjoidCIsImkiOiJfOTByOWd2eG4wOWwxbGJ0OSJ9,"7. Relief efforts, resources, donations, and infrastructure",0
591961799735414785,"['793231310', '423514732', '2159030744', '1391810138', '353281334', '64025077', '1914762372', '162784593', '2375391349', '429601885', '349548603', '1530239658', '100472536', '980901216', '53104607', '2971307936', '2740963884', '2412598447', '1339691472', '91962351', '614835913', '103800545', '740396101', '98841396', '136889439', '3163563271', '2949354510', '52343977']","[1429949988.0, 1429950028.0, 1429950030.0, 1429950039.0, 1429950052.0, 1429950110.0, 1429950167.0, 1429950267.0, 1429950269.0, 1429950274.0, 1429950279.0, 1429950339.0, 1429950344.0, 1429950344.0, 1429950412.0, 1429950416.0, 1429950722.0, 1429950777.0, 1429951102.0, 1429951357.0, 1429951476.0, 1429951646.0, 1429951901.0, 1429951980.0, 1429952312.0, 1429958329.0, 1429983429.0, 1430002890.0, 1430003697.0]",28,2206428378,,2010,https://twitter.com/anyuser/status/591961799735414785,6916.0,"Divided by borders, United by culture and Gorkha.  #IndiaWithNepal ALWAYS. Jai Hind.",4. International response and international support,1
592309103558549504,"['15307415', '83818017', '52035963', '149917241', '31399326', '20842368', '247203598', '433450568', '14437668', '3107920128']","[1430032712.0, 1430032750.0, 1430032956.0, 1430033028.0, 1430033037.0, 1430033063.0, 1430033454.0, 1430033494.0, 1430034187.0, 1430037292.0, 1430037436.0]",10,303059786,,2004,https://twitter.com/anyuser/status/592309103558549504,62800.0,"Also indicates scale of devastation in rural Nepal, possibility of landslides both north and south of Ktm valley, http://blogs.agu.org/landslideblog/ +","7. Relief efforts, resources, donations, and infrastructure",0
592270063555612672,"['276944655', '81544504', '517212934', '14980174', '792818366', '333476652', '130418499', '316376052', '1516684248', '575250545', '391052158', '2241205392', '604704562', '1280032105', '121284544']","[1430024569.0, 1430024611.0, 1430024624.0, 1430024703.0, 1430024837.0, 1430024859.0, 1430024947.0, 1430025155.0, 1430025193.0, 1430025373.0, 1430029846.0, 1430030247.0, 1430038069.0, 1430045063.0, 1430045202.0, 1430046623.0]",15,15486485,,1977,https://twitter.com/anyuser/status/592270063555612672,1637.0,Relief hopes dashed as #Kathmandu airport shuts down in wake of aftershock:  @cnni  citing desperate need for supplies,"7. Relief efforts, resources, donations, and infrastructure",0
592147293408604160,"['68836221', '457418022', '294536500', '715642699', '47355684', '45097143', '217474388', '203425806', '492300217', '379532853', '27887348', '268256762']","[1429994111.0, 1429994197.0, 1429994230.0, 1429994278.0, 1429994509.0, 1429994637.0, 1429995056.0, 1429995091.0, 1429995262.0, 1429995541.0, 1429995762.0, 1429996155.0, 1429996229.0]",12,39453212,,1977,https://twitter.com/anyuser/status/592147293408604160,262800.0,"BREAKING: Death toll in massive Nepal earthquake tops 1,800, Home Ministry official tells CNN | via  @cnni","2. Impact, aftermath, death toll",0
592230698867494912,"['76265745', '46631906', '61417738', '313332313', '34197618', '66767847', '49931196', '515616726', '100960520', '136739614', '3111532875', '18358475', '17735075', '201199449', '21782338', '141364233', '34945490', '1375416253', '115102139', '1317481849', '72808072', '235911184', '2566812853', '573640509', '1062278047']","[1430014007.0, 1430014038.0, 1430014038.0, 1430014055.0, 1430014077.0, 1430014151.0, 1430014212.0, 1430014251.0, 1430014341.0, 1430014612.0, 1430014612.0, 1430014845.0, 1430014870.0, 1430014907.0, 1430015002.0, 1430015215.0, 1430015231.0, 1430015426.0, 1430015449.0, 1430015479.0, 1430015599.0, 1430015642.0, 1430015757.0, 1430016403.0, 1430016454.0, 1430017902.0]",25,51552352,,1923,https://twitter.com/anyuser/status/592230698867494912,13800.0,it was a new earthquake of 6.7 intensity with different epicenter in Nepal.,"2. Impact, aftermath, death toll",0
591913464269901824,"['165326839', '517212934', '485623209', '365345639', '538980399', '79101121', '123095451']","[1429938376.0, 1429938402.0, 1429938504.0, 1429938629.0, 1429938789.0, 1429938896.0, 1429939281.0, 1429939652.0]",7,80185804,,1879,https://twitter.com/anyuser/status/591913464269901824,1400000.0,Indian officials say at least 20 people have died in India as a result of the earthquake http://dawn.com/news/1178158/79-magnitude-quake-kills-71-in-nepal,"2. Impact, aftermath, death toll",0
592203268253556737,"['1099124418', '72532048', '547076008', '1661517744', '74810575', '69874367', '77161435', '261089193', '784468428', '14801881', '1486756064', '1365618002', '20842368', '127791708', '61417738', '68167553', '129101672', '15688467', '367001045', '46876168', '197316305', '19070315', '54481103', '18764018', '137777900', '65590794', '2280912236', '1972356482', '42467881', '25803703', '53889672', '575712811', '105557018', '985960088', '456285606', '2459753744', '33469136', '17776070', '35158890', '55191191', '2931550050', '3070546195', '50976971', '55190116', '114646594', '7068462', '249060131', '1326058170', '59132109', '23487577']","[1430007468.0, 1430007615.0, 1430007631.0, 1430007642.0, 1430007752.0, 1430007770.0, 1430007836.0, 1430007884.0, 1430007897.0, 1430007924.0, 1430008177.0, 1430008196.0, 1430008396.0, 1430008462.0, 1430008952.0, 1430009268.0, 1430010148.0, 1430010349.0, 1430010484.0, 1430010729.0, 1430012009.0, 1430012333.0, 1430012610.0, 1430012617.0, 1430012666.0, 1430013429.0, 1430013568.0, 1430015223.0, 1430016083.0, 1430018475.0, 1430018528.0, 1430018536.0, 1430018557.0, 1430018649.0, 1430018713.0, 1430018953.0, 1430019297.0, 1430019507.0, 1430020006.0, 1430020310.0, 1430020930.0, 1430020987.0, 1430021912.0, 1430041094.0, 1430050580.0, 1430050658.0, 1430050666.0, 1430050668.0, 1430051496.0, 1430052217.0, 1430053416.0]",50,313385516,,1851,https://twitter.com/anyuser/status/592203268253556737,46500.0,"Just a week ago, top earthquake specialists gathered in Katmandu for a conference on preparing for ""the big one."" http://timesofindia.indiatimes.com/world/south-asia/Experts-gathered-in-Nepal-a-week-ago-to-ready-for-earthquake/articleshow/47055065.cms","2. Impact, aftermath, death toll",0
591949725026414592,"['1644338462', '45764657', '390756366', '1126013468', '258720422', '1917118819', '1900796138', '18700509', '220707359', '271690137', '169670184', '956699930', '572961420']","[1429947031.0, 1429947111.0, 1429947171.0, 1429947185.0, 1429947227.0, 1429947286.0, 1429947709.0, 1429947884.0, 1429947928.0, 1429948108.0, 1429948591.0, 1429949715.0, 1429956980.0, 1430012999.0]",13,23283500,,1844,https://twitter.com/anyuser/status/591949725026414592,275100.0,". @USGS  estimates that there's a 65% chance that between 1,000 and 100,000 people died in the Nepal earthquake.","2. Impact, aftermath, death toll",0
592189748619280385,"['2826542024', '325411591', '75727205', '40675879', '1936241448', '94128538', '38243418', '783683820', '14784254', '202006828', '1200194726', '2909066076', '24161930', '3167480293', '17019440', '499846087', '1019563982', '81095948', '352417291', '2546246448', '17988935', '102608057', '178736813', '305668075', '3144633667', '2420877480', '2168437891', '233997438', '56184736', '12587982', '628319875', '2522916284', '3173244078', '123287699', '50979048', '2581767140', '625668578']","[1430004227.0, 1430004231.0, 1430004263.0, 1430004299.0, 1430004312.0, 1430004344.0, 1430004438.0, 1430004518.0, 1430004609.0, 1430004610.0, 1430004767.0, 1430004840.0, 1430005057.0, 1430005282.0, 1430005298.0, 1430005332.0, 1430005349.0, 1430005357.0, 1430005362.0, 1430005377.0, 1430005408.0, 1430005882.0, 1430005931.0, 1430006171.0, 1430007023.0, 1430007937.0, 1430008812.0, 1430009359.0, 1430010456.0, 1430010877.0, 1430011352.0, 1430011799.0, 1430012860.0, 1430013800.0, 1430022471.0, 1430025340.0, 1430026456.0, 1430035971.0]",37,2149178965,,1808,https://twitter.com/anyuser/status/592189748619280385,6200000.0,Climbers above Everest base camp all safe  http://indiatoday.intoday.in/story/nepal-earthquake-everest-base-camp-climbers-avalanche/1/432204.html,1. Rescue operations and assistance,0
592382346348756992,"['144741257', '2305287224', '140763313', '75203957', '351433890', '138854219', '2575418629', '90606511', '604937872', '26461628', '438152892', '313479710']","[1430050140.0, 1430050218.0, 1430050224.0, 1430050265.0, 1430050265.0, 1430050348.0, 1430050384.0, 1430050458.0, 1430050473.0, 1430051016.0, 1430053631.0, 1430054355.0, 1430055128.0]",12,124204931,,1795,https://twitter.com/anyuser/status/592382346348756992,43400.0,Hearts goes out to our friends in Nepal on the repeat earthquakes( now again) there & the loss of live & property,"7. Relief efforts, resources, donations, and infrastructure",1
592234490182828033,"['77707387', '2375531316', '398588101', '2207904002', '113844248', '335924367', '45821712', '2471191664', '3159192994', '138854219', '2827738688', '356912470']","[1430014907.0, 1430014929.0, 1430014964.0, 1430015003.0, 1430015078.0, 1430015117.0, 1430015147.0, 1430015402.0, 1430016708.0, 1430018725.0, 1430021537.0, 1430021601.0, 1430023521.0]",12,829347607,,1786,https://twitter.com/anyuser/status/592234490182828033,544.0,@NeelakshiGswm 4 teams of  @RSSorg   have landed in NEPAL &started their efforts in Rescue Will #Presstitutes cover...,"7. Relief efforts, resources, donations, and infrastructure",2
